Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Drug_condition_and_replicate,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,Isolation_source,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SAMPLE_TYPE,SRA Study,STRAIN,Subsample,Time_point_(passage)
SRR10554077,WCS,59,75239396,PRJNA592371,SAMN13424287,"Microbe\, viral or environmental",27269282,ETH ZURICH,2016-12/2017-01,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",No drug r1,SRX7235869,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-E9_passage-12_subsample-1,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-E9_passage-12_subsample-1,Culture,SRP233631,K-12 MG1655,1,12
SRR10554078,WCS,50,22132600,PRJNA592371,SAMN13423603,"Microbe\, viral or environmental",5160170,ETH ZURICH,2016-12/2017-01,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",Low CMP r2,SRX7235868,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-B1_passage-26_subsample-1,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-B1_passage-26_subsample-1,Culture,SRP233631,K-12 MG1655,1,26
SRR10554079,WCS,59,73452994,PRJNA592371,SAMN13424286,"Microbe\, viral or environmental",26939119,ETH ZURICH,2016-12/2017-01,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",No drug r1,SRX7235867,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-E9_passage-10_subsample-4,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-E9_passage-10_subsample-4,Culture,SRP233631,K-12 MG1655,4,10
SRR10554080,WCS,59,74568566,PRJNA592371,SAMN13424285,"Microbe\, viral or environmental",27409554,ETH ZURICH,2016-12/2017-01,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",No drug r1,SRX7235866,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-E9_passage-10_subsample-3,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-E9_passage-10_subsample-3,Culture,SRP233631,K-12 MG1655,3,10
SRR10554081,WCS,59,73479426,PRJNA592371,SAMN13424284,"Microbe\, viral or environmental",26009097,ETH ZURICH,2016-12/2017-01,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",No drug r1,SRX7235865,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-E9_passage-10_subsample-2,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-E9_passage-10_subsample-2,Culture,SRP233631,K-12 MG1655,2,10
SRR10554082,WCS,59,75598293,PRJNA592371,SAMN13424283,"Microbe\, viral or environmental",27162487,ETH ZURICH,2016-12/2017-01,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",No drug r1,SRX7235864,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-E9_passage-10_subsample-1,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-E9_passage-10_subsample-1,Culture,SRP233631,K-12 MG1655,1,10
SRR10554083,WCS,59,72226620,PRJNA592371,SAMN13424282,"Microbe\, viral or environmental",26555648,ETH ZURICH,2016-12/2017-01,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",No drug r1,SRX7235863,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-E9_passage-08_subsample-4,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-E9_passage-08_subsample-4,Culture,SRP233631,K-12 MG1655,4,8
SRR10554084,WCS,59,73325495,PRJNA592371,SAMN13424281,"Microbe\, viral or environmental",26972585,ETH ZURICH,2016-12/2017-01,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",No drug r1,SRX7235862,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-E9_passage-08_subsample-3,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-E9_passage-08_subsample-3,Culture,SRP233631,K-12 MG1655,3,8
SRR10554085,WCS,59,72398015,PRJNA592371,SAMN13424280,"Microbe\, viral or environmental",25661269,ETH ZURICH,2016-12/2017-01,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",No drug r1,SRX7235861,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-E9_passage-08_subsample-2,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-E9_passage-08_subsample-2,Culture,SRP233631,K-12 MG1655,2,8
SRR10554086,WCS,59,74551633,PRJNA592371,SAMN13424279,"Microbe\, viral or environmental",26792338,ETH ZURICH,2016-12/2017-01,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",No drug r1,SRX7235860,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-E9_passage-08_subsample-1,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-E9_passage-08_subsample-1,Culture,SRP233631,K-12 MG1655,1,8
SRR10554087,WCS,50,104125250,PRJNA592371,SAMN13424278,"Microbe\, viral or environmental",38651882,ETH ZURICH,2016-12/2017-01,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",Ultra-low TMP r3,SRX7235859,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-D8_passage-70_subsample-4,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-D8_passage-70_subsample-4,Culture,SRP233631,K-12 MG1655,4,70
SRR10554088,WCS,50,108939550,PRJNA592371,SAMN13424277,"Microbe\, viral or environmental",39424449,ETH ZURICH,2016-12/2017-01,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",Ultra-low TMP r3,SRX7235858,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-D8_passage-70_subsample-3,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-D8_passage-70_subsample-3,Culture,SRP233631,K-12 MG1655,3,70
SRR10554089,WCS,50,27448050,PRJNA592371,SAMN13423602,"Microbe\, viral or environmental",6474990,ETH ZURICH,2016-12/2017-01,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",Low CMP r2,SRX7235857,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-B1_passage-20_subsample-4,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-B1_passage-20_subsample-4,Culture,SRP233631,K-12 MG1655,4,20
SRR10554090,WCS,50,109413200,PRJNA592371,SAMN13424276,"Microbe\, viral or environmental",37129787,ETH ZURICH,2016-12/2017-01,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",Ultra-low TMP r3,SRX7235856,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-D8_passage-70_subsample-2,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-D8_passage-70_subsample-2,Culture,SRP233631,K-12 MG1655,2,70
SRR10554091,WCS,50,110249150,PRJNA592371,SAMN13424275,"Microbe\, viral or environmental",38948799,ETH ZURICH,2016-12/2017-01,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",Ultra-low TMP r3,SRX7235855,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-D8_passage-70_subsample-1,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-D8_passage-70_subsample-1,Culture,SRP233631,K-12 MG1655,1,70
SRR10554092,WCS,50,90383750,PRJNA592371,SAMN13424274,"Microbe\, viral or environmental",38654546,ETH ZURICH,2016-12/2017-01,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",Ultra-low TMP r3,SRX7235854,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-D8_passage-66_subsample-4,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-D8_passage-66_subsample-4,Culture,SRP233631,K-12 MG1655,4,66
SRR10554093,WCS,50,96292600,PRJNA592371,SAMN13424273,"Microbe\, viral or environmental",40136917,ETH ZURICH,2016-12/2017-01,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",Ultra-low TMP r3,SRX7235853,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-D8_passage-66_subsample-3,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-D8_passage-66_subsample-3,Culture,SRP233631,K-12 MG1655,3,66
SRR10554094,WCS,50,96578150,PRJNA592371,SAMN13424272,"Microbe\, viral or environmental",38766940,ETH ZURICH,2016-12/2017-01,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",Ultra-low TMP r3,SRX7235852,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-D8_passage-66_subsample-2,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-D8_passage-66_subsample-2,Culture,SRP233631,K-12 MG1655,2,66
SRR10554095,WCS,50,101497900,PRJNA592371,SAMN13424271,"Microbe\, viral or environmental",41690646,ETH ZURICH,2016-12/2017-01,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",Ultra-low TMP r3,SRX7235851,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-D8_passage-66_subsample-1,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-D8_passage-66_subsample-1,Culture,SRP233631,K-12 MG1655,1,66
SRR10554096,WCS,50,115127450,PRJNA592371,SAMN13424270,"Microbe\, viral or environmental",51043209,ETH ZURICH,2016-12/2017-01,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",Ultra-low TMP r3,SRX7235850,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-D8_passage-64_subsample-4,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-D8_passage-64_subsample-4,Culture,SRP233631,K-12 MG1655,4,64
SRR10554097,WCS,50,120678750,PRJNA592371,SAMN13424269,"Microbe\, viral or environmental",52562752,ETH ZURICH,2016-12/2017-01,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",Ultra-low TMP r3,SRX7235849,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-D8_passage-64_subsample-3,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-D8_passage-64_subsample-3,Culture,SRP233631,K-12 MG1655,3,64
SRR10554098,WCS,50,121168750,PRJNA592371,SAMN13424268,"Microbe\, viral or environmental",50652205,ETH ZURICH,2016-12/2017-01,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",Ultra-low TMP r3,SRX7235848,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-D8_passage-64_subsample-2,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-D8_passage-64_subsample-2,Culture,SRP233631,K-12 MG1655,2,64
SRR10554099,WCS,50,122293500,PRJNA592371,SAMN13424267,"Microbe\, viral or environmental",52610580,ETH ZURICH,2016-12/2017-01,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",Ultra-low TMP r3,SRX7235847,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-D8_passage-64_subsample-1,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-D8_passage-64_subsample-1,Culture,SRP233631,K-12 MG1655,1,64
SRR10554100,WCS,50,27957600,PRJNA592371,SAMN13423601,"Microbe\, viral or environmental",6452222,ETH ZURICH,2016-12/2017-01,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",Low CMP r2,SRX7235846,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-B1_passage-20_subsample-3,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-B1_passage-20_subsample-3,Culture,SRP233631,K-12 MG1655,3,20
SRR10554101,WCS,50,101856000,PRJNA592371,SAMN13424266,"Microbe\, viral or environmental",47024891,ETH ZURICH,2016-12/2017-01,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",Ultra-low TMP r3,SRX7235845,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-D8_passage-58_subsample-4,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-D8_passage-58_subsample-4,Culture,SRP233631,K-12 MG1655,4,58
SRR10554102,WCS,50,108383950,PRJNA592371,SAMN13424265,"Microbe\, viral or environmental",49017295,ETH ZURICH,2016-12/2017-01,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",Ultra-low TMP r3,SRX7235844,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-D8_passage-58_subsample-3,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-D8_passage-58_subsample-3,Culture,SRP233631,K-12 MG1655,3,58
SRR10554103,WCS,50,108858550,PRJNA592371,SAMN13424264,"Microbe\, viral or environmental",47767152,ETH ZURICH,2016-12/2017-01,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",Ultra-low TMP r3,SRX7235843,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-D8_passage-58_subsample-2,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-D8_passage-58_subsample-2,Culture,SRP233631,K-12 MG1655,2,58
SRR10554104,WCS,50,113111350,PRJNA592371,SAMN13424263,"Microbe\, viral or environmental",50760852,ETH ZURICH,2016-12/2017-01,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",Ultra-low TMP r3,SRX7235842,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-D8_passage-58_subsample-1,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-D8_passage-58_subsample-1,Culture,SRP233631,K-12 MG1655,1,58
SRR10554105,WCS,50,107703150,PRJNA592371,SAMN13424262,"Microbe\, viral or environmental",50779742,ETH ZURICH,2016-12/2017-01,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",Ultra-low TMP r3,SRX7235841,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-D8_passage-54_subsample-4,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-D8_passage-54_subsample-4,Culture,SRP233631,K-12 MG1655,4,54
SRR10554106,WCS,50,115117300,PRJNA592371,SAMN13424261,"Microbe\, viral or environmental",53310315,ETH ZURICH,2016-12/2017-01,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",Ultra-low TMP r3,SRX7235840,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-D8_passage-54_subsample-3,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-D8_passage-54_subsample-3,Culture,SRP233631,K-12 MG1655,3,54
SRR10554107,WCS,50,115444550,PRJNA592371,SAMN13424260,"Microbe\, viral or environmental",51892537,ETH ZURICH,2016-12/2017-01,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",Ultra-low TMP r3,SRX7235839,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-D8_passage-54_subsample-2,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-D8_passage-54_subsample-2,Culture,SRP233631,K-12 MG1655,2,54
SRR10554108,WCS,50,120376650,PRJNA592371,SAMN13424259,"Microbe\, viral or environmental",55296933,ETH ZURICH,2016-12/2017-01,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",Ultra-low TMP r3,SRX7235838,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-D8_passage-54_subsample-1,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-D8_passage-54_subsample-1,Culture,SRP233631,K-12 MG1655,1,54
SRR10554109,WCS,50,94375700,PRJNA592371,SAMN13424258,"Microbe\, viral or environmental",44702872,ETH ZURICH,2016-12/2017-01,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",Ultra-low TMP r3,SRX7235837,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-D8_passage-52_subsample-4,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-D8_passage-52_subsample-4,Culture,SRP233631,K-12 MG1655,4,52
SRR10554110,WCS,50,100417000,PRJNA592371,SAMN13424257,"Microbe\, viral or environmental",46689452,ETH ZURICH,2016-12/2017-01,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",Ultra-low TMP r3,SRX7235836,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-D8_passage-52_subsample-3,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-D8_passage-52_subsample-3,Culture,SRP233631,K-12 MG1655,3,52
SRR10554111,WCS,50,27501850,PRJNA592371,SAMN13423600,"Microbe\, viral or environmental",6018255,ETH ZURICH,2016-12/2017-01,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",Low CMP r2,SRX7235835,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-B1_passage-20_subsample-2,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-B1_passage-20_subsample-2,Culture,SRP233631,K-12 MG1655,2,20
SRR10554112,WCS,50,100799150,PRJNA592371,SAMN13424256,"Microbe\, viral or environmental",45551572,ETH ZURICH,2016-12/2017-01,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",Ultra-low TMP r3,SRX7235834,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-D8_passage-52_subsample-2,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-D8_passage-52_subsample-2,Culture,SRP233631,K-12 MG1655,2,52
SRR10554113,WCS,50,104849500,PRJNA592371,SAMN13424255,"Microbe\, viral or environmental",48424290,ETH ZURICH,2016-12/2017-01,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",Ultra-low TMP r3,SRX7235833,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-D8_passage-52_subsample-1,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-D8_passage-52_subsample-1,Culture,SRP233631,K-12 MG1655,1,52
SRR10554114,WCS,50,100202750,PRJNA592371,SAMN13424254,"Microbe\, viral or environmental",46451966,ETH ZURICH,2016-12/2017-01,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",Ultra-low TMP r3,SRX7235832,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-D8_passage-48_subsample-4,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-D8_passage-48_subsample-4,Culture,SRP233631,K-12 MG1655,4,48
SRR10554115,WCS,50,106433200,PRJNA592371,SAMN13424253,"Microbe\, viral or environmental",48481875,ETH ZURICH,2016-12/2017-01,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",Ultra-low TMP r3,SRX7235831,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-D8_passage-48_subsample-3,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-D8_passage-48_subsample-3,Culture,SRP233631,K-12 MG1655,3,48
SRR10554116,WCS,50,106645700,PRJNA592371,SAMN13424252,"Microbe\, viral or environmental",46802828,ETH ZURICH,2016-12/2017-01,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",Ultra-low TMP r3,SRX7235830,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-D8_passage-48_subsample-2,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-D8_passage-48_subsample-2,Culture,SRP233631,K-12 MG1655,2,48
SRR10554117,WCS,50,108785550,PRJNA592371,SAMN13424251,"Microbe\, viral or environmental",48921514,ETH ZURICH,2016-12/2017-01,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",Ultra-low TMP r3,SRX7235829,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-D8_passage-48_subsample-1,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-D8_passage-48_subsample-1,Culture,SRP233631,K-12 MG1655,1,48
SRR10554118,WCS,50,107104450,PRJNA592371,SAMN13424250,"Microbe\, viral or environmental",49961248,ETH ZURICH,2016-12/2017-01,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",Ultra-low TMP r3,SRX7235828,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-D8_passage-44_subsample-4,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-D8_passage-44_subsample-4,Culture,SRP233631,K-12 MG1655,4,44
SRR10554119,WCS,50,114872150,PRJNA592371,SAMN13424249,"Microbe\, viral or environmental",52475157,ETH ZURICH,2016-12/2017-01,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",Ultra-low TMP r3,SRX7235827,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-D8_passage-44_subsample-3,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-D8_passage-44_subsample-3,Culture,SRP233631,K-12 MG1655,3,44
SRR10554120,WCS,50,114683350,PRJNA592371,SAMN13424248,"Microbe\, viral or environmental",50568383,ETH ZURICH,2016-12/2017-01,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",Ultra-low TMP r3,SRX7235826,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-D8_passage-44_subsample-2,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-D8_passage-44_subsample-2,Culture,SRP233631,K-12 MG1655,2,44
SRR10554121,WCS,50,117140450,PRJNA592371,SAMN13424247,"Microbe\, viral or environmental",52778756,ETH ZURICH,2016-12/2017-01,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",Ultra-low TMP r3,SRX7235825,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-D8_passage-44_subsample-1,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-D8_passage-44_subsample-1,Culture,SRP233631,K-12 MG1655,1,44
SRR10554122,WCS,50,27267250,PRJNA592371,SAMN13423599,"Microbe\, viral or environmental",6484667,ETH ZURICH,2016-12/2017-01,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",Low CMP r2,SRX7235824,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-B1_passage-20_subsample-1,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-B1_passage-20_subsample-1,Culture,SRP233631,K-12 MG1655,1,20
SRR10554123,WCS,50,102234550,PRJNA592371,SAMN13424246,"Microbe\, viral or environmental",47042654,ETH ZURICH,2016-12/2017-01,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",Ultra-low TMP r3,SRX7235823,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-D8_passage-40_subsample-4,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-D8_passage-40_subsample-4,Culture,SRP233631,K-12 MG1655,4,40
SRR10554124,WCS,50,107961750,PRJNA592371,SAMN13424245,"Microbe\, viral or environmental",49006633,ETH ZURICH,2016-12/2017-01,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",Ultra-low TMP r3,SRX7235822,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-D8_passage-40_subsample-3,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-D8_passage-40_subsample-3,Culture,SRP233631,K-12 MG1655,3,40
SRR10554125,WCS,50,108071950,PRJNA592371,SAMN13424244,"Microbe\, viral or environmental",47079761,ETH ZURICH,2016-12/2017-01,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",Ultra-low TMP r3,SRX7235821,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-D8_passage-40_subsample-2,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-D8_passage-40_subsample-2,Culture,SRP233631,K-12 MG1655,2,40
SRR10554126,WCS,50,109864950,PRJNA592371,SAMN13424243,"Microbe\, viral or environmental",49217675,ETH ZURICH,2016-12/2017-01,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",Ultra-low TMP r3,SRX7235820,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-D8_passage-40_subsample-1,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-D8_passage-40_subsample-1,Culture,SRP233631,K-12 MG1655,1,40
SRR10554127,WCS,50,130356900,PRJNA592371,SAMN13424242,"Microbe\, viral or environmental",60715340,ETH ZURICH,2016-12/2017-01,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",Ultra-low TMP r3,SRX7235819,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-D8_passage-38_subsample-4,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-D8_passage-38_subsample-4,Culture,SRP233631,K-12 MG1655,4,38
SRR10554128,WCS,50,136930250,PRJNA592371,SAMN13424241,"Microbe\, viral or environmental",62807894,ETH ZURICH,2016-12/2017-01,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",Ultra-low TMP r3,SRX7235818,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-D8_passage-38_subsample-3,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-D8_passage-38_subsample-3,Culture,SRP233631,K-12 MG1655,3,38
SRR10554129,WCS,50,138043200,PRJNA592371,SAMN13424240,"Microbe\, viral or environmental",61099710,ETH ZURICH,2016-12/2017-01,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",Ultra-low TMP r3,SRX7235817,Israel,Asia,Israel,NextSeq 500,not applicable,exp-1_well-D8_passage-38_subsample-2,SINGLE,PCR,GENOMIC,Escherichia coli,ILLUMINA,2019-11-29T00:00:00Z,exp-1_well-D8_passage-38_subsample-2,Culture,SRP233631,K-12 MG1655,2,38
